,order_id,product_id,unit_price_moment,quantity,discount,customer_id,employee_id,order_date,required_date,shipped_date,freight,ship_name,ship_address,ship_city,ship_country,order_year,year_month,product_name,supplier_id,category_id,quantity_per_unit,unit_price_historic,units_in_stock,units_on_order,reorder_level,discontinued,company_name,contact_name,contact_title,address,city,postal_code,country,total_item
504,10439,12,30.4,15,0.0,MEREP,6,1997-02-07,1997-03-07,1997-02-10,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Canada,1997,1997-02,Queso Manchego La Pastora,5,4,10 - 500 g pkgs.,38.0,86,0,0,0,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,H1J 1C3,Canada,456.0
505,10439,16,13.9,16,0.0,MEREP,6,1997-02-07,1997-03-07,1997-02-10,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Canada,1997,1997-02,Pavlova,7,3,32 - 500 g boxes,17.45,29,0,10,0,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,H1J 1C3,Canada,222.4
506,10439,64,26.6,6,0.0,MEREP,6,1997-02-07,1997-03-07,1997-02-10,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Canada,1997,1997-02,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,H1J 1C3,Canada,159.60000000000002
507,10439,74,8.0,30,0.0,MEREP,6,1997-02-07,1997-03-07,1997-02-10,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Canada,1997,1997-02,Longlife Tofu,4,7,5 kg pkg.,10.0,4,20,5,0,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,H1J 1C3,Canada,240.0
508,10440,2,15.2,45,0.15,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,USA,1997,1997-02,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,1,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,83720,USA,669.0
509,10440,16,13.9,49,0.15,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,USA,1997,1997-02,Pavlova,7,3,32 - 500 g boxes,17.45,29,0,10,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,83720,USA,666.1
510,10440,29,99.0,24,0.15,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,USA,1997,1997-02,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,83720,USA,2361.0
511,10440,61,22.8,90,0.15,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,USA,1997,1997-02,Sirop d'érable,29,2,24 - 500 ml bottles,28.5,113,0,25,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,83720,USA,2037.0
512,10441,27,35.1,50,0.0,OLDWO,3,1997-02-10,1997-03-24,1997-03-14,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,USA,1997,1997-02,Schoggi Schokolade,11,3,100 - 100 g pieces,43.9,49,0,30,0,Old World Delicatessen,Rene Phillips,Sales Representative,2743 Bering St.,Anchorage,99508,USA,1755.0
513,10442,11,16.8,30,0.0,ERNSH,3,1997-02-11,1997-03-11,1997-02-18,47.94,Ernst Handel,Kirchgasse 6,Graz,Austria,1997,1997-02,Queso Cabrales,5,4,1 kg pkg.,21.0,22,30,30,0,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,504.0
514,10442,54,5.9,80,0.0,ERNSH,3,1997-02-11,1997-03-11,1997-02-18,47.94,Ernst Handel,Kirchgasse 6,Graz,Austria,1997,1997-02,Tourtière,25,6,16 pies,7.45,21,0,10,0,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,472.0
515,10442,66,13.6,60,0.0,ERNSH,3,1997-02-11,1997-03-11,1997-02-18,47.94,Ernst Handel,Kirchgasse 6,Graz,Austria,1997,1997-02,Louisiana Hot Spiced Okra,2,2,24 - 8 oz jars,17.0,4,100,20,0,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,816.0
516,10443,11,16.8,6,0.2,REGGC,8,1997-02-12,1997-03-12,1997-02-14,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Italy,1997,1997-02,Queso Cabrales,5,4,1 kg pkg.,21.0,22,30,30,0,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,42100,Italy,80.80000000000001
517,10443,28,36.4,12,0.0,REGGC,8,1997-02-12,1997-03-12,1997-02-14,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Italy,1997,1997-02,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,42100,Italy,436.79999999999995
518,10444,17,31.2,10,0.0,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Sweden,1997,1997-02,Alice Mutton,7,6,20 - 1 kg tins,39.0,0,0,0,1,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,S-958 22,Sweden,312.0
519,10444,26,24.9,15,0.0,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Sweden,1997,1997-02,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,15,0,0,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,S-958 22,Sweden,373.5
520,10444,35,14.4,8,0.0,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Sweden,1997,1997-02,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,20,0,15,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,S-958 22,Sweden,115.2
521,10444,41,7.7,30,0.0,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Sweden,1997,1997-02,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,85,0,10,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,S-958 22,Sweden,231.0
522,10445,39,14.4,6,0.0,BERGS,3,1997-02-13,1997-03-13,1997-02-20,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,Sweden,1997,1997-02,Chartreuse verte,18,1,750 cc per bottle,18.0,69,0,5,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,S-958 22,Sweden,86.4
523,10445,54,5.9,15,0.0,BERGS,3,1997-02-13,1997-03-13,1997-02-20,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,Sweden,1997,1997-02,Tourtière,25,6,16 pies,7.45,21,0,10,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,S-958 22,Sweden,88.5
524,10446,19,7.3,12,0.1,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,Germany,1997,1997-02,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,25,0,5,0,Toms Spezialitäten,Karin Josephs,Marketing Manager,Luisenstr. 48,Münster,44087,Germany,77.6
525,10446,24,3.6,20,0.1,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,Germany,1997,1997-02,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,20,0,0,1,Toms Spezialitäten,Karin Josephs,Marketing Manager,Luisenstr. 48,Münster,44087,Germany,62.0
526,10446,31,10.0,3,0.1,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,Germany,1997,1997-02,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,Toms Spezialitäten,Karin Josephs,Marketing Manager,Luisenstr. 48,Münster,44087,Germany,20.0
527,10446,52,5.6,15,0.1,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,Germany,1997,1997-02,Filo Mix,24,5,16 - 2 kg boxes,7.0,38,0,25,0,Toms Spezialitäten,Karin Josephs,Marketing Manager,Luisenstr. 48,Münster,44087,Germany,74.0
528,10447,19,7.3,40,0.0,RICAR,4,1997-02-14,1997-03-14,1997-03-07,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,Brazil,1997,1997-02,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,25,0,5,0,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,292.0
529,10447,65,16.8,35,0.0,RICAR,4,1997-02-14,1997-03-14,1997-03-07,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,Brazil,1997,1997-02,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,588.0
530,10447,71,17.2,2,0.0,RICAR,4,1997-02-14,1997-03-14,1997-03-07,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,Brazil,1997,1997-02,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,34.4
531,10448,26,24.9,6,0.0,RANCH,4,1997-02-17,1997-03-17,1997-02-24,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,Argentina,1997,1997-02,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,15,0,0,0,Rancho grande,Sergio Gutiérrez,Sales Representative,Av. del Libertador 900,Buenos Aires,1010,Argentina,149.39999999999998
532,10448,40,14.7,20,0.0,RANCH,4,1997-02-17,1997-03-17,1997-02-24,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,Argentina,1997,1997-02,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,123,0,30,0,Rancho grande,Sergio Gutiérrez,Sales Representative,Av. del Libertador 900,Buenos Aires,1010,Argentina,294.0
533,10449,10,24.8,14,0.0,BLONP,3,1997-02-18,1997-03-18,1997-02-27,53.3,Blondel père et fils,"24, place Kléber",Strasbourg,France,1997,1997-02,Ikura,4,8,12 - 200 ml jars,31.0,31,0,0,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,67000,France,347.2
534,10449,52,5.6,20,0.0,BLONP,3,1997-02-18,1997-03-18,1997-02-27,53.3,Blondel père et fils,"24, place Kléber",Strasbourg,France,1997,1997-02,Filo Mix,24,5,16 - 2 kg boxes,7.0,38,0,25,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,67000,France,112.0
535,10449,62,39.4,35,0.0,BLONP,3,1997-02-18,1997-03-18,1997-02-27,53.3,Blondel père et fils,"24, place Kléber",Strasbourg,France,1997,1997-02,Tarte au sucre,29,3,48 pies,49.3,17,0,0,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,67000,France,1379.0
536,10450,10,24.8,20,0.2,VICTE,8,1997-02-19,1997-03-19,1997-03-11,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,France,1997,1997-02,Ikura,4,8,12 - 200 ml jars,31.0,31,0,0,0,Victuailles en stock,Mary Saveley,Sales Agent,"2, rue du Commerce",Lyon,69004,France,476.0
537,10450,54,5.9,6,0.2,VICTE,8,1997-02-19,1997-03-19,1997-03-11,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,France,1997,1997-02,Tourtière,25,6,16 pies,7.45,21,0,10,0,Victuailles en stock,Mary Saveley,Sales Agent,"2, rue du Commerce",Lyon,69004,France,15.400000000000006
538,10451,55,19.2,120,0.1,QUICK,4,1997-02-19,1997-03-05,1997-03-12,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,Germany,1997,1997-02,Pâté chinois,25,6,24 boxes x 2 pies,24.0,115,0,20,0,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,01307,Germany,2294.0
539,10451,64,26.6,35,0.1,QUICK,4,1997-02-19,1997-03-05,1997-03-12,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,Germany,1997,1997-02,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,01307,Germany,921.0
540,10451,65,16.8,28,0.1,QUICK,4,1997-02-19,1997-03-05,1997-03-12,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,Germany,1997,1997-02,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,01307,Germany,460.40000000000003
541,10451,77,10.4,55,0.1,QUICK,4,1997-02-19,1997-03-05,1997-03-12,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,Germany,1997,1997-02,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,32,0,15,0,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,01307,Germany,562.0
542,10452,28,36.4,15,0.0,SAVEA,8,1997-02-20,1997-03-20,1997-02-26,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,USA,1997,1997-02,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,83720,USA,546.0
543,10452,44,15.5,100,0.05,SAVEA,8,1997-02-20,1997-03-20,1997-02-26,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,USA,1997,1997-02,Gula Malacca,20,2,20 - 2 kg bags,19.45,27,0,15,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,83720,USA,1545.0
544,10453,48,10.2,15,0.1,AROUT,1,1997-02-21,1997-03-21,1997-02-26,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,UK,1997,1997-02,Chocolade,22,3,10 pkgs.,12.75,15,70,25,0,Around the Horn,Thomas Hardy,Sales Representative,120 Hanover Sq.,London,WA1 1DP,UK,143.0
545,10453,70,12.0,25,0.1,AROUT,1,1997-02-21,1997-03-21,1997-02-26,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,UK,1997,1997-02,Outback Lager,7,1,24 - 355 ml bottles,15.0,15,10,30,0,Around the Horn,Thomas Hardy,Sales Representative,120 Hanover Sq.,London,WA1 1DP,UK,290.0
546,10454,16,13.9,20,0.2,LAMAI,4,1997-02-21,1997-03-21,1997-02-25,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,1997,1997-02,Pavlova,7,3,32 - 500 g boxes,17.45,29,0,10,0,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,31000,France,258.0
547,10454,33,2.0,20,0.2,LAMAI,4,1997-02-21,1997-03-21,1997-02-25,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,1997,1997-02,Geitost,15,4,500 g,2.5,112,0,20,0,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,31000,France,20.0
548,10454,46,9.6,10,0.2,LAMAI,4,1997-02-21,1997-03-21,1997-02-25,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,1997,1997-02,Spegesild,21,8,4 - 450 g glasses,12.0,95,0,0,0,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,31000,France,76.0
549,10455,39,14.4,20,0.0,WARTH,8,1997-02-24,1997-04-07,1997-03-03,180.45,Wartian Herkku,Torikatu 38,Oulu,Finland,1997,1997-02,Chartreuse verte,18,1,750 cc per bottle,18.0,69,0,5,0,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,90110,Finland,288.0
550,10455,53,26.2,50,0.0,WARTH,8,1997-02-24,1997-04-07,1997-03-03,180.45,Wartian Herkku,Torikatu 38,Oulu,Finland,1997,1997-02,Perth Pasties,24,6,48 pieces,32.8,0,0,0,1,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,90110,Finland,1310.0
551,10455,61,22.8,25,0.0,WARTH,8,1997-02-24,1997-04-07,1997-03-03,180.45,Wartian Herkku,Torikatu 38,Oulu,Finland,1997,1997-02,Sirop d'érable,29,2,24 - 500 ml bottles,28.5,113,0,25,0,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,90110,Finland,570.0
552,10455,71,17.2,30,0.0,WARTH,8,1997-02-24,1997-04-07,1997-03-03,180.45,Wartian Herkku,Torikatu 38,Oulu,Finland,1997,1997-02,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,90110,Finland,516.0
553,10456,21,8.0,40,0.15,KOENE,8,1997-02-25,1997-04-08,1997-02-28,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,Germany,1997,1997-02,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,40,5,0,Königlich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,14776,Germany,305.0
554,10456,49,16.0,21,0.15,KOENE,8,1997-02-25,1997-04-08,1997-02-28,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,Germany,1997,1997-02,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,Königlich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,14776,Germany,321.0
555,10457,59,44.0,36,0.0,KOENE,2,1997-02-25,1997-03-25,1997-03-03,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,Germany,1997,1997-02,Raclette Courdavault,28,4,5 kg pkg.,55.0,79,0,0,0,Königlich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,14776,Germany,1584.0
556,10458,26,24.9,30,0.0,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Belgium,1997,1997-02,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,15,0,0,0,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,747.0
557,10458,28,36.4,30,0.0,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Belgium,1997,1997-02,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,1092.0
558,10458,43,36.8,20,0.0,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Belgium,1997,1997-02,Ipoh Coffee,20,1,16 - 500 g tins,46.0,17,10,25,0,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,736.0
559,10458,56,30.4,15,0.0,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Belgium,1997,1997-02,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,21,10,30,0,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,456.0
560,10458,71,17.2,50,0.0,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Belgium,1997,1997-02,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,860.0
561,10459,7,24.0,16,0.05,VICTE,4,1997-02-27,1997-03-27,1997-02-28,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,France,1997,1997-02,Uncle Bob's Organic Dried Pears,3,7,12 - 1 lb pkgs.,30.0,15,0,10,0,Victuailles en stock,Mary Saveley,Sales Agent,"2, rue du Commerce",Lyon,69004,France,379.0
562,10459,46,9.6,20,0.05,VICTE,4,1997-02-27,1997-03-27,1997-02-28,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,France,1997,1997-02,Spegesild,21,8,4 - 450 g glasses,12.0,95,0,0,0,Victuailles en stock,Mary Saveley,Sales Agent,"2, rue du Commerce",Lyon,69004,France,187.0
563,10459,72,27.8,40,0.0,VICTE,4,1997-02-27,1997-03-27,1997-02-28,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,France,1997,1997-02,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0,Victuailles en stock,Mary Saveley,Sales Agent,"2, rue du Commerce",Lyon,69004,France,1112.0
564,10460,68,10.0,21,0.25,FOLKO,8,1997-02-28,1997-03-28,1997-03-03,16.27,Folk och fä HB,Åkergatan 24,Bräcke,Sweden,1997,1997-02,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,6,10,15,0,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,S-844 67,Sweden,185.0
565,10460,75,6.2,4,0.25,FOLKO,8,1997-02-28,1997-03-28,1997-03-03,16.27,Folk och fä HB,Åkergatan 24,Bräcke,Sweden,1997,1997-02,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,125,0,25,0,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,S-844 67,Sweden,-0.1999999999999993
566,10461,21,8.0,40,0.25,LILAS,1,1997-02-28,1997-03-28,1997-03-05,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,1997,1997-02,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,40,5,0,LILA-Supermercado,Carlos González,Accounting Manager,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,295.0
567,10461,30,20.7,28,0.25,LILAS,1,1997-02-28,1997-03-28,1997-03-05,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,1997,1997-02,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,10,0,15,0,LILA-Supermercado,Carlos González,Accounting Manager,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,554.6
568,10461,55,19.2,60,0.25,LILAS,1,1997-02-28,1997-03-28,1997-03-05,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,1997,1997-02,Pâté chinois,25,6,24 boxes x 2 pies,24.0,115,0,20,0,LILA-Supermercado,Carlos González,Accounting Manager,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,1127.0
569,10462,13,4.8,1,0.0,CONSH,2,1997-03-03,1997-03-31,1997-03-18,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,UK,1997,1997-03,Konbu,6,8,2 kg box,6.0,24,0,5,0,Consolidated Holdings,Elizabeth Brown,Sales Representative,Berkeley Gardens 12  Brewery,London,WX1 6LT,UK,4.8
570,10462,23,7.2,21,0.0,CONSH,2,1997-03-03,1997-03-31,1997-03-18,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,UK,1997,1997-03,Tunnbröd,9,5,12 - 250 g pkgs.,9.0,61,0,25,0,Consolidated Holdings,Elizabeth Brown,Sales Representative,Berkeley Gardens 12  Brewery,London,WX1 6LT,UK,151.20000000000002
571,10463,19,7.3,21,0.0,SUPRD,5,1997-03-04,1997-04-01,1997-03-06,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Belgium,1997,1997-03,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,25,0,5,0,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,153.29999999999998
572,10463,42,11.2,50,0.0,SUPRD,5,1997-03-04,1997-04-01,1997-03-06,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Belgium,1997,1997-03,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,26,0,0,1,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,560.0
573,10464,4,17.6,16,0.2,FURIB,4,1997-03-04,1997-04-01,1997-03-14,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Portugal,1997,1997-03,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,53,0,0,0,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Jardim das rosas n. 32,Lisboa,1675,Portugal,261.6
574,10464,43,36.8,3,0.0,FURIB,4,1997-03-04,1997-04-01,1997-03-14,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Portugal,1997,1997-03,Ipoh Coffee,20,1,16 - 500 g tins,46.0,17,10,25,0,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Jardim das rosas n. 32,Lisboa,1675,Portugal,110.39999999999999
575,10464,56,30.4,30,0.2,FURIB,4,1997-03-04,1997-04-01,1997-03-14,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Portugal,1997,1997-03,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,21,10,30,0,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Jardim das rosas n. 32,Lisboa,1675,Portugal,892.0
576,10464,60,27.2,20,0.0,FURIB,4,1997-03-04,1997-04-01,1997-03-14,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Portugal,1997,1997-03,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,19,0,0,0,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Jardim das rosas n. 32,Lisboa,1675,Portugal,544.0
577,10465,24,3.6,25,0.0,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,145.04,Vaffeljernet,Smagsloget 45,Århus,Denmark,1997,1997-03,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,20,0,0,1,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45,Århus,8200,Denmark,90.0
578,10465,29,99.0,18,0.1,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,145.04,Vaffeljernet,Smagsloget 45,Århus,Denmark,1997,1997-03,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45,Århus,8200,Denmark,1772.0
